google_id;name;address;locality;postcode;tel;latitude;longitude;website;category_labels
bd869bea14b165007d16c3c24dacf123b1068402;Subway;1628 Broadway, Eureka, CA 95501, United States;1628 Broadway, Eureka;95501;(707) 441-9314;40.7919570;-124.1787740;http://www.subway.com/subwayroot/default.aspx?rdr=Banners:GooglePlaces:SubwayCom;restaurant,food,establishment
5fa0a51037633237f13720811315106ef236457d;Subway;39123 California 299, Willow Creek, CA 95573, United States;39123 California 299, Willow Creek;95573;(530) 629-4142;40.9390850;-123.6289920;http://www.subway.com/subwayroot/default.aspx?rdr=Banners:GooglePlaces:SubwayCom;store,meal_takeaway,restaurant,food,establishment
f18b869eb41b1d1c2413b93d1651a27cf56d6fed;Subway;150 Morgan Way, Mt Shasta, CA 96067, United States;150 Morgan Way, Mt Shasta;96067;(530) 926-1339;41.3087690;-122.3153610;http://www.subway.com/subwayroot/default.aspx?rdr=Banners:GooglePlaces:SubwayCom;store,meal_takeaway,restaurant,food,establishment
a041bedc66970c7b0314bee8b1e3576767f9779d;Subway;20884 Antlers Rd, Lakehead, CA 96051, United States;20884 Antlers Rd, Lakehead;96051;(530) 238-2331;40.8922580;-122.3820320;http://www.subway.com/subwayroot/default.aspx?rdr=Banners:GooglePlaces:SubwayCom;restaurant,food,establishment
907dc1b44a0e31eefb142f5186ca24b3f60f8c30;Subway;37449 Main St, Burney, CA 96013, United States;37449 Main St, Burney;96013;(530) 335-2292;40.8890640;-121.6527750;http://www.subway.com/subwayroot/default.aspx?rdr=Banners:GooglePlaces:SubwayCom;meal_takeaway,restaurant,food,establishment
d52d86ac490cf210554abf53cc2dabbac312886c;McDonald's;37443 Enterprise Dr, Burney, CA 96013, United States;37443 Enterprise Dr, Burney;96013;(530) 335-2844;40.8880310;-121.6540610;http://www.mcdonalds.com/;restaurant,food,establishment
817ec5b1dd5750acde167f5e634d05bb13fc4602;McDonald's Chapel;37160 Main St, Burney, CA 96013, United States;37160 Main St, Burney;96013;(530) 335-2247;40.8822220;-121.6625200;http://www.mcdonaldschapelburney.com/;funeral_home,establishment
332c8dd910d66b99d2f76885bd65f2f1706e12dd;Subway;5625 I-80 W Winnemucca Blvd, Winnemucca, NV 89445, United States;5625 I-80 W Winnemucca Blvd, Winnemucca;89445;(775) 625-2811;40.9313590;-117.8043090;http://www.subway.com/subwayroot/default.aspx?rdr=Banners:GooglePlaces:SubwayCom;meal_takeaway,restaurant,food,establishment
2429411920cc9097049fedd49d92913d507a88a7;McDonald's;1930 W Winnemucca Blvd, Winnemucca, NV 89445, United States;1930 W Winnemucca Blvd, Winnemucca;89445;(775) 623-5161;40.9592750;-117.7483460;http://www.mcdonalds.com/;restaurant,food,establishment
a18c4a159572023d24b9afc22f22a5b7071058f4;Subway;3010 Potato Rd, Winnemucca, NV 89445, United States;3010 Potato Rd, Winnemucca;89445;(775) 623-6800;40.9533590;-117.7458700;http://www.subway.com/subwayroot/default.aspx?rdr=Banners:GooglePlaces:SubwayCom;meal_takeaway,restaurant,food,establishment
da5145f3f31e969ce03c92db29e34e8088bc066d;Subway;936 W Winnemucca Blvd, Winnemucca, NV 89445, United States;936 W Winnemucca Blvd, Winnemucca;89445;(775) 623-5515;40.9667380;-117.7431130;http://www.subway.com/subwayroot/default.aspx?rdr=Banners:GooglePlaces:SubwayCom;meal_takeaway,restaurant,food,establishment
56bede7f71bb711d537c4d9f45159d38a92f898b;Subway;1924 E Idaho Street, Elko, NV 89801, United States;1924 E Idaho Street, Elko;89801;(775) 738-0123;40.8451920;-115.7493560;http://www.subway.com/subwayroot/default.aspx?rdr=Banners:GooglePlaces:SubwayCom;store,meal_takeaway,restaurant,food,establishment
e69c292b3d48f944693f9a5b46cb9429d4a5f862;Subway;2944 Mountain City Hwy, Elko, NV 89801, United States;2944 Mountain City Hwy, Elko;89801;(775) 753-4188;40.8407260;-115.7927110;http://www.subway.com/subwayroot/default.aspx?rdr=Banners:GooglePlaces:SubwayCom;store,meal_takeaway,restaurant,food,establishment
c9878fce06b0ab51bd0f24faa4a11920efa771f0;McDonald's;2540 Mountain City Hwy, Elko, NV 89801, United States;2540 Mountain City Hwy, Elko;89801;(775) 738-7077;40.8385530;-115.7904540;http://www.mcdonalds.com/;restaurant,food,establishment
ced4e2feb3a42ff34255738d5183d28e697bb21d;McDonald's;1995 Idaho St, Elko, NV 89801, United States;1995 Idaho St, Elko;89801;(775) 738-8880;40.8473340;-115.7489680;http://www.mcdonalds.com/;restaurant,food,establishment
a1f70e21a5fee4ad2462641a1c080b538adfb052;Game Stop;1744 Mountain City Hwy, Elko, NV 89801, United States;1744 Mountain City Hwy, Elko;89801;(775) 753-9999;40.8343230;-115.7864850;http://www.gamestop.com/;store,establishment
2a78777acbaf4955a24924cdc5ef3fe875e65334;Subway;238 Country Club Pkwy, Bldg A, Spring Creek Towne Center, Spring Creek, NV 89815, United States;238 Country Club Pkwy, Bldg A, Spring Creek Towne Center, Spring Creek;89815;(775) 738-6400;40.7500090;-115.5863090;http://www.subway.com/subwayroot/default.aspx?rdr=Banners:GooglePlaces:SubwayCom;meal_takeaway,restaurant,food,establishment
7158328c6d53ec55cf3eb147e995c003af148f32;Subway;1664 Thomas H. Gallagher Way, Suite100, Aspen Plaza, Elko, NV 89801, United States;1664 Thomas H. Gallagher Way, Suite100, Aspen Plaza, Elko;89801;(775) 753-3888;40.8309060;-115.7827940;http://www.subway.com/subwayroot/default.aspx?rdr=Banners:GooglePlaces:SubwayCom;restaurant,food,establishment
92771b48552604c638711aae9e43eedb64c6d351;Quiznos;1074 Idaho St #150, Elko, NV 89801, United States;1074 Idaho St #150, Elko;89801;(775) 777-7849;40.8374700;-115.7578000;http://www.quiznos.com/restaurants/NV/Elko;meal_takeaway,restaurant,food,establishment
7599beb0f487aafc074ef77738fbd8b217749fa3;Quiznos;1237 6th St, Wells, NV 89835, United States;1237 6th St, Wells;89835;(775) 752-3608;41.1023100;-114.9573400;http://www.quiznos.com/restaurants/NV/Wells;meal_takeaway,restaurant,food,establishment
baaf16cec66357aea56bc17a343d7a22adca73a5;McDonald's;157 S Hwy 93, Wells, NV 89835, United States;157 S Hwy 93, Wells;89835;(775) 752-3499;41.0989540;-114.9601420;http://www.mcdonalds.com/;meal_takeaway,restaurant,food,establishment
f1b304a06b23a04417ec4a1e71bb2f1bea63000d;Subway;1237 Hwy 93 North, Wells, NV 89835, United States;1237 Hwy 93 North, Wells;89835;(775) 752-3096;41.1006500;-114.9570240;http://www.subway.com/subwayroot/default.aspx?rdr=Banners:GooglePlaces:SubwayCom;restaurant,food,establishment
8360eb4c9a83bc296f81160c64858972dfc7bd58;Subway;741 S Fortuna Blvd, Fortuna, CA 95540, United States;741 S Fortuna Blvd, Fortuna;95540;(707) 725-6218;40.5823130;-124.1453000;http://www.subway.com/subwayroot/default.aspx?rdr=Banners:GooglePlaces:SubwayCom;restaurant,food,establishment
991fcbc70f179d5d002a79a001740b1a8826891b;McDonald's;761 S Fortuna Blvd, Fortuna, CA 95540, United States;761 S Fortuna Blvd, Fortuna;95540;(707) 725-9530;40.5839340;-124.1465730;http://www.mcdonalds.com/;restaurant,food,establishment
93556683a1573b7901265980c19335368b8e0b1d;Subway;127 Wildwood Ave, Rio Dell, CA 95562, United States;127 Wildwood Ave, Rio Dell;95562;(707) 764-2215;40.4937050;-124.1024320;http://www.subway.com/subwayroot/default.aspx?rdr=Banners:GooglePlaces:SubwayCom;restaurant,food,establishment
35ae5b274e42e3b50a56507e9a613526b8a56d28;Subway;1615 Main St, Weaverville, CA 96093, United States;1615 Main St, Weaverville;96093;(530) 623-8645;40.7216530;-122.9273650;http://www.subway.com/subwayroot/default.aspx?rdr=Banners:GooglePlaces:SubwayCom;store,meal_takeaway,restaurant,food,establishment
41231c40b2eaf8c572fc48d528904b09bd1cfb65;Subway;2741 McMurry Dr, Anderson, CA 96007, United States;2741 McMurry Dr, Anderson;96007;(530) 365-8205;40.4533800;-122.2908860;http://www.subway.com/subwayroot/default.aspx?rdr=Banners:GooglePlaces:SubwayCom;meal_takeaway,restaurant,food,establishment
7e8e577824343e589ea4e2271161dc8b7358eb14;Subway;2495 Athens Ave, Redding, CA 96001, United States;2495 Athens Ave, Redding;96001;(530) 223-6544;40.5736240;-122.3763170;http://www.subway.com/subwayroot/default.aspx?rdr=Banners:GooglePlaces:SubwayCom;meal_takeaway,restaurant,food,establishment
c2365bd72763fd621bcfd8fd33b7c21e28a9ed30;Subway;1150 Dana Dr #1, Redding, CA 96002, United States;1150 Dana Dr #1, Redding;96002;(530) 222-0717;40.5859950;-122.3495140;http://www.subway.com/subwayroot/default.aspx?rdr=Banners:GooglePlaces:SubwayCom;meal_takeaway,restaurant,food,establishment
8d91daa5758278b8a20fa56ce5e7b80ea061fb7d;Subway;6446 Westside Rd, Redding, CA 96080, United States;6446 Westside Rd, Redding;96080;(530) 229-1176;40.5211930;-122.3836970;http://www.subway.com/subwayroot/default.aspx?rdr=Banners:GooglePlaces:SubwayCom;meal_takeaway,restaurant,food,establishment
70303dd143859f339920078a55799d56baf2e033;Subway;137 Lake Blvd, Redding, CA 96003, United States;137 Lake Blvd, Redding;96003;(530) 244-3747;40.6114850;-122.3786380;http://www.subway.com/subwayroot/default.aspx?rdr=Banners:GooglePlaces:SubwayCom;meal_takeaway,restaurant,food,establishment
4f35f01630fa29c9e4fcbaae1688c147e2242780;Subway;5000 Rhonda Rd, Anderson, CA 96007, United States;5000 Rhonda Rd, Anderson;96007;(530) 378-1185;40.4313380;-122.2896770;http://www.subway.com/subwayroot/default.aspx?rdr=Banners:GooglePlaces:SubwayCom;meal_takeaway,restaurant,food,establishment
7832f6374ba75b2d713a75cbacb92ef401f1f59b;Subway;1134 Pine St, Redding, CA 96001, United States;1134 Pine St, Redding;96001;(530) 243-2014;40.5883280;-122.3915350;http://www.subwaynorcal.com/;meal_takeaway,restaurant,food,establishment
b22983b5d30fb94d2b46d257e65070e814f20354;Subway;2191 Hilltop Dr, Redding, CA 96002, United States;2191 Hilltop Dr, Redding;96002;(530) 222-8855;40.5756480;-122.3577070;http://www.subway.com/subwayroot/default.aspx?rdr=Banners:GooglePlaces:SubwayCom;meal_takeaway,restaurant,food,establishment
c6c6fe0e096c06c0d71bab196bd3c5fa73fca150;Subway;20645 Gas Point Rd, Cottonwood, CA 96022, United States;20645 Gas Point Rd, Cottonwood;96022;(530) 347-9700;40.3889480;-122.2873080;http://www.subway.com/subwayroot/default.aspx?rdr=Banners:GooglePlaces:SubwayCom;store,meal_takeaway,restaurant,food,establishment
f140218463744e1135aafffb3fb45c10047951a0;Subway;18850 Old Oasis Rd, Redding, CA 96003, United States;18850 Old Oasis Rd, Redding;96003;(530) 243-1333;40.6416440;-122.3678690;http://www.subway.com/subwayroot/default.aspx?rdr=Banners:GooglePlaces:SubwayCom;meal_takeaway,restaurant,food,establishment
a69d96dfa6c44c22f737c3626dbffbf6c37ba385;Subway;10 Gilmore Rd, Red Bluff, CA 96080, United States;10 Gilmore Rd, Red Bluff;96080;(530) 527-1371;40.1790790;-122.2272800;http://www.subway.com/subwayroot/default.aspx?rdr=Banners:GooglePlaces:SubwayCom;store,meal_takeaway,restaurant,food,establishment
fc1c7e223725f25325f690227ad3193710e412ec;Subway;1950 Eureka Way, Redding, CA 96001, United States;1950 Eureka Way, Redding;96001;(530) 243-1616;40.5864700;-122.3994300;http://www.subway.com/subwayroot/default.aspx?rdr=Banners:GooglePlaces:SubwayCom;meal_takeaway,restaurant,food,establishment
4dbed160d86e94527bd79efa9303a92660348a75;Subway;155 Lake Blvd E, Redding, CA 96003, United States;155 Lake Blvd E, Redding;96003;(530) 245-0918;40.6104080;-122.3710350;http://www.subway.com/subwayroot/default.aspx?rdr=Banners:GooglePlaces:SubwayCom;meal_takeaway,restaurant,food,establishment
1490792e70af8201169b11bb5d997e9335b156a9;McDonald's;3100 McMurry Dr, Anderson, CA 96007, United States;3100 McMurry Dr, Anderson;96007;(530) 378-0161;40.4558880;-122.2941810;http://www.mcdonalds.com/;restaurant,food,establishment
ac4ca576ead91074e0ecfd1528ad29ee711c4507;Subway;900 Dana Dr, Suite D-12, Mt Shasta Mall, Redding, CA 96003, United States;900 Dana Dr, Suite D-12, Mt Shasta Mall, Redding;96003;(530) 222-6633;40.5873390;-122.3558570;http://www.subway.com/subwayroot/default.aspx?rdr=Banners:GooglePlaces:SubwayCom;meal_takeaway,restaurant,food,establishment
d741843b7d85f283f3fbebed2df8cac1d4584ce1;McDonald's;801 E Cypress Ave, Redding, CA 96002, United States;801 E Cypress Ave, Redding;96002;(530) 221-6818;40.5707210;-122.3569420;http://www.mcdonalds.com/;restaurant,food,establishment
f09d80175984d35620bbb6301692a37ffdc635b6;McDonald's;1365 Churn Creek Rd, Redding, CA 96003, United States;1365 Churn Creek Rd, Redding;96003;(530) 222-0251;40.5874000;-122.3503750;http://www.mcdonalds.com/;restaurant,food,establishment
74d640732588b79912d53ce59b87b837021b3f11;McDonald's;1515 Dana Dr, Redding, CA 96003, United States;1515 Dana Dr, Redding;96003;(530) 222-4183;40.5841080;-122.3435110;http://www.mcdonalds.com/;restaurant,food,establishment
1c0526881a7c77508ac12f27fe9f9f5af9e6c051;McDonald's;88 Lake Blvd, Redding, CA 96003, United States;88 Lake Blvd, Redding;96003;(530) 244-3979;40.6094050;-122.3789880;http://www.mcdonalds.com/;restaurant,food,establishment
ca0fe326d6a6a8a906f56cca58b2a5c4c6b24f2a;Game Stop;5030 Rhonda Rd, Suite B, Anderson, CA 96007, United States;5030 Rhonda Rd, Suite B, Anderson;96007;(530) 378-0717;40.4327020;-122.2881090;http://www.gamestop.com/;store,establishment
40f93a6a3e607137c9430cd6b616f65c8ae32a15;McDonald's;1695 Cascade Blvd, Shasta Lake, CA 96019, United States;1695 Cascade Blvd, Shasta Lake;96019;(530) 275-2943;40.6802170;-122.3501640;http://www.mcdonalds.com/;restaurant,food,establishment
67b778ca63e820287f7d4615919a64519d844365;McDonald's;215 Antelope Blvd, Red Bluff, CA 96080, United States;215 Antelope Blvd, Red Bluff;96080;(530) 527-5782;40.1821530;-122.2196480;http://www.mcdonalds.com/;restaurant,food,establishment
5789e45996c8d2c9978fabe2a8f96fa4a73f1cb5;Subway;1852 California 273, Anderson, CA 96007, United States;1852 California 273, Anderson;96007;(530) 365-2400;40.4359160;-122.2871830;http://www.subway.com/subwayroot/default.aspx?rdr=Banners:GooglePlaces:SubwayCom;meal_takeaway,restaurant,food,establishment
0e900ea9a2bc8aece062f6da7c84e294f19ba6f3;McDonald's;2269 Hartnell Ave, Redding, CA 96002, United States;2269 Hartnell Ave, Redding;96002;(530) 221-7414;40.5633000;-122.3276310;http://www.mcdonalds.com/;establishment
c20a13efaca5726634767afde925e74d6094c918;McDonald's Chapel;1275 Continental St, Redding, CA 96001, United States;1275 Continental St, Redding;96001;(530) 241-1626;40.5879010;-122.3862420;http://www.mcdonaldschapelredding.com/;funeral_home,establishment
775fd4506861f6bba3f091e11c82420121e0afc7;McDonald's Budget Printing;2647 Bechelli Ln, Redding, CA 96002, United States;2647 Bechelli Ln, Redding;96002;(530) 222-0322;40.5701500;-122.3626320;http://www.mcdonaldsbudgetprinting.com/;store,establishment
d4723b16a3ec7e73d0290c20995452e3922ca910;De Vons Jewelers;900 Dana Dr, Redding, CA 96003, United States;900 Dana Dr, Redding;96003;(530) 223-2071;40.5881620;-122.3556960;http://www.devonsjewelers.com/;jewelry_store,store,establishment
4f81c04553017a3c79f55380fd29fac10610f244;Churn Creek (McDonald's);United States;United States;;;40.5875890;-122.3505960;http://www.rabaride.com/;bus_station,transit_station,establishment
0114326b4dfdb1db11da23e3ea2209cc916d68de;Athens at Cypress (Subway Sandwiches);United States;United States;;;40.5734730;-122.3764610;http://www.rabaride.com/;bus_station,transit_station,establishment
f836c70eed363f9ca5914b296c92fdda1910ec3d;Subway;433 Main St, Chester, CA 96020, United States;433 Main St, Chester;96020;(530) 258-2563;40.3024160;-121.2345760;http://www.subway.com/subwayroot/default.aspx?rdr=Banners:GooglePlaces:SubwayCom;meal_takeaway,restaurant,food,establishment
f55739b05482698905aa84e93ccc1cf9cbbc0156;Subway Cave Lava Tubes;Old Station, CA 96071, United States;Old Station;96071;;40.6846730;-121.4196970;;park,natural_feature,establishment
53f728591bc2048197e8fd1d2910527b3d7f1f29;Subway Cave;Susanville, CA, United States;Susanville;;(530) 336-5521;40.5532590;-121.5668820;http://www.fs.usda.gov/;park,establishment
a56b0e72fbf8fb230c5a6418441786759a3fdcb2;Subway;2900 Main St, Susanville, CA 96130, United States;2900 Main St, Susanville;96130;(530) 251-5352;40.4092060;-120.6369850;http://www.subway.com/subwayroot/default.aspx?rdr=Banners:GooglePlaces:SubwayCom;meal_takeaway,restaurant,food,establishment
6314b5cf77df9e03711fe53ca50520d1dc262db2;McDonald's;3000 Main St, Susanville, CA 96130, United States;3000 Main St, Susanville;96130;(530) 257-6880;40.4052480;-120.6329650;http://www.mcdonalds.com/content/us/en/restaurant_locator/restaurant_locationsresults.html?country=usa&method=search&primaryCity=96130&postalCode=96130;restaurant,food,establishment
de06fa638389a57831c55ee70f1dbdedd8e89f33;Subway;2978 Main St, Susanville, CA 96130, United States;2978 Main St, Susanville;96130;(530) 257-0404;40.4057010;-120.6341820;http://www.subway.com/subwayroot/default.aspx?rdr=Banners:GooglePlaces:SubwayCom;restaurant,food,establishment
6037fb3a197b59425da77006b000836702d8ebc4;Von's Diving Services;Westwood, CA 96137, United States;Westwood;96137;(530) 258-3625;40.3060000;-121.0057930;;establishment
9e4407141638e0c69c50b2766f1685161720a346;McDonald's;1555 Main St, Lovelock, NV 89419, United States;1555 Main St, Lovelock;89419;(775) 273-0209;40.1788660;-118.4728590;http://www.mcdonalds.com/;restaurant,food,establishment
459f727113232ce56aa5046984b6b25ab6b4e481;Subway;6000 Frontage Rd, Mill City, NV 89418, United States;6000 Frontage Rd, Mill City;89418;(775) 538-7311;40.6932480;-118.0560270;http://www.subway.com/subwayroot/default.aspx?rdr=Banners:GooglePlaces:SubwayCom;restaurant,food,establishment
052fe35b205dd45377a1e33849ffc19adf1e9910;McDonald's;930 Broyles Road, Battle Mountain, NV 89820, United States;930 Broyles Road, Battle Mountain;89820;(775) 635-8222;40.6376510;-116.9447610;http://www.mcdonalds.com/;restaurant,food,establishment
df2990c603ac847d6e6f5bd6bd39ea1f24a69fbb;Subway;791 10th St, Carlin, NV 89822, United States;791 10th St, Carlin;89822;(775) 754-6384;40.7197750;-116.1060640;http://www.subway.com/subwayroot/default.aspx?rdr=Banners:GooglePlaces:SubwayCom;store,meal_takeaway,restaurant,food,establishment
a1b1955b61201864b8e15eb739a26cc71deaef53;McDonald's;1120 W Wendover Blvd, West Wendover, NV 89883, United States;1120 W Wendover Blvd, West Wendover;89883;(775) 664-3633;40.7390890;-114.0638500;http://www.mcdonalds.com/;restaurant,food,establishment
63dd463f7ddc97b9fa2272eab02814ea72796763;Subway;42 East Wendover Boulevard, Wendover, UT 84083, United States;42 East Wendover Boulevard, Wendover;84083;(435) 665-2310;40.7356630;-114.0427890;http://www.subway.com/subwayroot/default.aspx?rdr=Banners:GooglePlaces:SubwayCom;meal_takeaway,restaurant,food,establishment
c5ea55fac18bb9cdfb011f5d0de6356c1ad44698;Subway;790 Redwood Dr, Garberville, CA 95542, United States;790 Redwood Dr, Garberville;95542;(707) 923-9220;40.1003460;-123.7953560;http://www.subway.com/subwayroot/default.aspx?rdr=Banners:GooglePlaces:SubwayCom;meal_takeaway,restaurant,food,establishment
177cda0f1c58ca8dcd947343fe9344378404ba27;Subway;839 Newville Rd, Orland, CA 95963, United States;839 Newville Rd, Orland;95963;(530) 865-5252;39.7484990;-122.2007430;http://www.subway.com/subwayroot/default.aspx?rdr=Banners:GooglePlaces:SubwayCom;meal_takeaway,restaurant,food,establishment
0efea62d2717e49fe9fc983d4d662bbae227d6a7;McDonald's;3375 Sunrise Way, Corning, CA 96021, United States;3375 Sunrise Way, Corning;96021;(530) 824-2671;39.9047910;-122.1981620;http://www.mcdonalds.com/;restaurant,food,establishment
